game,name,link,affiliation,gender,race,role,games,status
Fallout 2,Vic,https://fallout.fandom.com/wiki/Vic,Chosen One,Male,Human,"Trader (formerly), Mechanic, Companion",,
Fallout 2,Vic's guard,https://fallout.fandom.com/wiki/Vic%27s_guard,"Metzger, Vic",Male,Human,Prisoner guard,,
Fallout 2,Vikki Goldman,https://fallout.fandom.com/wiki/Vikki_Goldman,"Hubologists, Juan Cruz",Female,Human,"New Reno, film star",,
Fallout 2,Vortis,https://fallout.fandom.com/wiki/Vortis,Slavers,Male,Human,Slave master,,
Fallout 2,Wallace (Fallout 2),https://fallout.fandom.com/wiki/Wallace_(Fallout_2),Vault City,Male,Human,Customs Official,,
Fallout 2,Wejungh,https://fallout.fandom.com/wiki/Wejungh,Lo Pan,Male,Human,"Martial artist, Opponent Chosen One",,
Fallout 2,Whiskey Bob,https://fallout.fandom.com/wiki/Whiskey_Bob,"Trappers, Klamath",Male,Human,Drunken informant,,
Fallout 2,Wong Yi Tze,https://fallout.fandom.com/wiki/Wong_Yi_Tze,Shi,Male,Human,Head Scientist,,
Fallout 2,Woody,https://fallout.fandom.com/wiki/Woody,Gecko,Male,Ghoul,Kidnapped ghoul,,
Fallout 2,Wooz,https://fallout.fandom.com/wiki/Wooz,Gecko settlement,Male,Ghoul,Bartender,,
Fallout 2,Wright child,https://fallout.fandom.com/wiki/Wright_child,Wright family,"Male, Female",Human,Family Members,,
Fallout 2,Wright teenager,https://fallout.fandom.com/wiki/Wright_teenager,Orville Wright,"Male, Female",Human,Members,,
Fallout 2,Xarn,https://fallout.fandom.com/wiki/Xarn,"Gruthar, 's pack, Chosen One",,Talking deathclaw,Test subject,,
Fallout 2,Yellow dog,https://fallout.fandom.com/wiki/Yellow_dog,Klamath,Male,Dog,Pet,,
Fallout 2,Zaius,https://fallout.fandom.com/wiki/Zaius,"Unity, (formerly), Broken Hills",,Super mutant,"Uranium mine, foreman",,
Fallout 2,Zeke (Fallout 2),https://fallout.fandom.com/wiki/Zeke_(Fallout_2),Squatters,Male,Human,Mayor,,
Fallout 2,Zomak,https://fallout.fandom.com/wiki/Zomak,Renewal,Male,Ghoul,Guard,,
Fallout 2,Zurak,https://fallout.fandom.com/wiki/Zurak,"The, Dragon",Male,Human,"Martial artist, Chosen One's opponent",,
Fallout 3,Fallout 3 characters,https://fallout.fandom.com/wiki/Fallout_3_characters,,,,,,
Fallout 3,Fallout 3 doctors,https://fallout.fandom.com/wiki/Fallout_3_doctors,,,,,,
Fallout 3,Fallout 3 merchants,https://fallout.fandom.com/wiki/Fallout_3_merchants,,,,,,
Fallout 3,Fluffy,https://fallout.fandom.com/wiki/Fluffy,Jitters,,Radroach,Caged pets,,
Fallout 3,Godfrey,https://fallout.fandom.com/wiki/Godfrey,"Lone Wanderer, (optional)",Male programming,Mister Handy,Personal robotic butler,,
Fallout 3,Harold,https://fallout.fandom.com/wiki/Harold,"Treeminders, Bob",Male,"FEV, mutant, Numen","Informant, Foreman, [, 1, ], of Gecko, Treeminder deity",,
Fallout 3,Hooligan,https://fallout.fandom.com/wiki/Hooligan,Little Lamplight,,Dog,Guard dog,,
Fallout 3,Jitters,https://fallout.fandom.com/wiki/Jitters,Fluffy,,Radroach,Caged pets,,
Fallout 3,Masterbrain,https://fallout.fandom.com/wiki/Masterbrain,Vault-Tec,,Robobrain,,,
Fallout 3,Mister Buckingham,https://fallout.fandom.com/wiki/Mister_Buckingham,Vera Weatherly,Male programming,Mister Handy,Waiter,,
Fallout 3,Muffy,https://fallout.fandom.com/wiki/Muffy,,,Dog,Family pet,,
Fallout 3,Muttface,https://fallout.fandom.com/wiki/Muttface,,,Dog,Guard dog,,
Fallout 3,Pete (Fallout 3),https://fallout.fandom.com/wiki/Pete_(Fallout_3),Little Lamplight,,Dog,Guard dog,,
Fallout 3,Pumpkin (mole rat),https://fallout.fandom.com/wiki/Pumpkin_(mole_rat),"Ryan Brigg, Chucky, (formally)",,Mole rat,Pet,,
Fallout 3,Rex (Fallout 3),https://fallout.fandom.com/wiki/Rex_(Fallout_3),Little Lamplight,,Dog,Guard dog,,
Fallout 3,Sawbones (Fallout 3),https://fallout.fandom.com/wiki/Sawbones_(Fallout_3),Brotherhood of Steel,Male programming,Mister Gutsy,Doctor,,
Fallout 3,Sergeant RL-3,https://fallout.fandom.com/wiki/Sergeant_RL-3,"United States Armed Forces, (formerly), Tinker Joe, Lone Wanderer, (optionally)",Male programming,Mister Gutsy,"Bodyguard, Companion",,
Fallout 3,Shakes,https://fallout.fandom.com/wiki/Shakes,Tenpenny Tower,,Protectron,Bartender,,
Fallout 3,Thomas Jefferson (robot),https://fallout.fandom.com/wiki/Thomas_Jefferson_(robot),Button Gwinnett,Male programming,Protectron,"Actor, tour guide, security",,
Fallout New Vegas,Fallout: New Vegas characters,https://fallout.fandom.com/wiki/Fallout:_New_Vegas_characters,,,,,,
Fallout New Vegas,Fallout: New Vegas doctors,https://fallout.fandom.com/wiki/Fallout:_New_Vegas_doctors,,,,,,
Fallout New Vegas,Fallout: New Vegas merchants,https://fallout.fandom.com/wiki/Fallout:_New_Vegas_merchants,,,,,,
Fallout New Vegas,Marcus,https://fallout.fandom.com/wiki/Marcus,"Unity, (? - 2162), Broken Hills, (2185 - 2242), Chosen One, (2241 - 2242), Black Mountain, (2277 - 2278), Jacobstown, (2278 - present)",,"Mariposa super mutant, (1st generation)","Sheriff, [, 1, ], (formerly), Mayor, Companion (formerly)",,
Fallout 4,Fallout 4 characters,https://fallout.fandom.com/wiki/Fallout_4_characters,,,,,,
Fallout 4,Fallout 4 doctors,https://fallout.fandom.com/wiki/Fallout_4_doctors,,,,,,
Fallout 4,Fallout 4 merchants,https://fallout.fandom.com/wiki/Fallout_4_merchants,,,,,,
Fallout 76,Fallout 76 characters,https://fallout.fandom.com/wiki/Fallout_76_characters,,,,,,
Fallout 76,Fallout 76 quest companions,https://fallout.fandom.com/wiki/Fallout_76_quest_companions,,,,,,
Fallout 76,Fallout 76 vendors,https://fallout.fandom.com/wiki/Fallout_76_vendors,,,,,,
Fallout 76,Automated Voting System of Appalachia,https://fallout.fandom.com/wiki/Automated_Voting_System_of_Appalachia,Territory of Appalachia,,Computer,Automated election system,,
Fallout 76,Bottle,https://fallout.fandom.com/wiki/Bottle,"Nuka-Cola Corporation, Cappy",,,Mascot,,
Fallout 76,List of Fanatic variants,https://fallout.fandom.com/wiki/List_of_Fanatic_variants,,,,,,
